time;model_id;model_name;port_name;data
0;100;(2,5);;0
0;1;(7,9);outputNeighborhood;0
0;1;(7,9);;0
0;2;(6,9);outputNeighborhood;0
0;2;(6,9);;0
0;3;(4,9);outputNeighborhood;0
0;3;(4,9);;0
0;4;(1,9);outputNeighborhood;0
0;4;(1,9);;0
0;5;(8,8);outputNeighborhood;0
0;5;(8,8);;0
0;6;(7,8);outputNeighborhood;0
0;6;(7,8);;0
0;7;(6,8);outputNeighborhood;0
0;7;(6,8);;0
0;8;(5,8);outputNeighborhood;0
0;8;(5,8);;0
0;9;(4,8);outputNeighborhood;0
0;9;(4,8);;0
0;10;(1,8);outputNeighborhood;0
0;10;(1,8);;0
0;11;(0,8);outputNeighborhood;0
0;11;(0,8);;0
0;12;(9,7);outputNeighborhood;0
0;12;(9,7);;0
0;13;(8,7);outputNeighborhood;0
0;13;(8,7);;0
0;14;(9,9);outputNeighborhood;0
0;14;(9,9);;0
0;15;(6,7);outputNeighborhood;0
0;15;(6,7);;0
0;16;(3,7);outputNeighborhood;0
0;16;(3,7);;0
0;17;(2,7);outputNeighborhood;0
0;17;(2,7);;0
0;18;(1,7);outputNeighborhood;0
0;18;(1,7);;0
0;19;(0,7);outputNeighborhood;0
0;19;(0,7);;0
0;20;(9,6);outputNeighborhood;0
0;20;(9,6);;0
0;21;(6,6);outputNeighborhood;0
0;21;(6,6);;0
0;22;(5,6);outputNeighborhood;0
0;22;(5,6);;1
0;23;(2,6);outputNeighborhood;0
0;23;(2,6);;0
0;24;(7,7);outputNeighborhood;0
0;24;(7,7);;0
0;25;(0,6);outputNeighborhood;0
0;25;(0,6);;0
0;26;(4,6);outputNeighborhood;0
0;26;(4,6);;0
0;27;(2,2);outputNeighborhood;0
0;27;(2,2);;0
0;28;(3,9);outputNeighborhood;0
0;28;(3,9);;0
0;29;(5,2);outputNeighborhood;0
0;29;(5,2);;0
0;30;(2,9);outputNeighborhood;0
0;30;(2,9);;0
0;31;(9,5);outputNeighborhood;0
0;31;(9,5);;0
0;32;(9,1);outputNeighborhood;0
0;32;(9,1);;0
0;33;(7,1);outputNeighborhood;0
0;33;(7,1);;0
0;34;(6,1);outputNeighborhood;0
0;34;(6,1);;0
0;35;(4,2);outputNeighborhood;0
0;35;(4,2);;0
0;36;(0,3);outputNeighborhood;0
0;36;(0,3);;0
0;37;(8,5);outputNeighborhood;0
0;37;(8,5);;0
0;38;(3,0);outputNeighborhood;0
0;38;(3,0);;0
0;39;(8,9);outputNeighborhood;0
0;39;(8,9);;0
0;40;(2,1);outputNeighborhood;0
0;40;(2,1);;0
0;41;(2,8);outputNeighborhood;0
0;41;(2,8);;0
0;42;(3,3);outputNeighborhood;0
0;42;(3,3);;0
0;43;(5,9);outputNeighborhood;0
0;43;(5,9);;0
0;44;(7,3);outputNeighborhood;0
0;44;(7,3);;0
0;45;(1,1);outputNeighborhood;0
0;45;(1,1);;0
0;46;(7,5);outputNeighborhood;0
0;46;(7,5);;0
0;47;(1,2);outputNeighborhood;0
0;47;(1,2);;0
0;48;(0,0);outputNeighborhood;0
0;48;(0,0);;0
0;49;(6,2);outputNeighborhood;0
0;49;(6,2);;0
0;50;(3,2);outputNeighborhood;0
0;50;(3,2);;0
0;51;(3,5);outputNeighborhood;0
0;51;(3,5);;0
0;52;(5,5);outputNeighborhood;1
0;52;(5,5);;1
0;53;(0,9);outputNeighborhood;0
0;53;(0,9);;0
0;54;(8,3);outputNeighborhood;0
0;54;(8,3);;0
0;55;(3,6);outputNeighborhood;0
0;55;(3,6);;0
0;56;(7,2);outputNeighborhood;0
0;56;(7,2);;0
0;57;(2,0);outputNeighborhood;0
0;57;(2,0);;0
0;58;(4,0);outputNeighborhood;0
0;58;(4,0);;0
0;59;(3,1);outputNeighborhood;0
0;59;(3,1);;0
0;60;(2,4);outputNeighborhood;0
0;60;(2,4);;0
0;61;(5,0);outputNeighborhood;0
0;61;(5,0);;0
0;62;(7,0);outputNeighborhood;0
0;62;(7,0);;0
0;63;(8,0);outputNeighborhood;0
0;63;(8,0);;0
0;64;(9,8);outputNeighborhood;0
0;64;(9,8);;0
0;65;(6,0);outputNeighborhood;0
0;65;(6,0);;0
0;66;(5,7);outputNeighborhood;0
0;66;(5,7);;0
0;67;(0,1);outputNeighborhood;0
0;67;(0,1);;0
0;68;(1,4);outputNeighborhood;0
0;68;(1,4);;0
0;69;(8,6);outputNeighborhood;0
0;69;(8,6);;0
0;70;(8,2);outputNeighborhood;0
0;70;(8,2);;0
0;71;(0,2);outputNeighborhood;0
0;71;(0,2);;0
0;72;(4,1);outputNeighborhood;0
0;72;(4,1);;0
0;73;(9,2);outputNeighborhood;0
0;73;(9,2);;0
0;74;(1,3);outputNeighborhood;0
0;74;(1,3);;0
0;75;(9,3);outputNeighborhood;0
0;75;(9,3);;0
0;76;(1,5);outputNeighborhood;0
0;76;(1,5);;0
0;77;(6,5);outputNeighborhood;0
0;77;(6,5);;1
0;78;(3,8);outputNeighborhood;0
0;78;(3,8);;0
0;79;(2,3);outputNeighborhood;0
0;79;(2,3);;0
0;80;(5,3);outputNeighborhood;0
0;80;(5,3);;0
0;81;(6,3);outputNeighborhood;0
0;81;(6,3);;0
0;82;(4,3);outputNeighborhood;0
0;82;(4,3);;0
0;83;(0,4);outputNeighborhood;0
0;83;(0,4);;0
0;84;(4,7);outputNeighborhood;0
0;84;(4,7);;0
0;85;(0,5);outputNeighborhood;0
0;85;(0,5);;0
0;86;(3,4);outputNeighborhood;0
0;86;(3,4);;0
0;87;(4,4);outputNeighborhood;0
0;87;(4,4);;0
0;88;(4,5);outputNeighborhood;0
0;88;(4,5);;1
0;89;(7,4);outputNeighborhood;0
0;89;(7,4);;0
0;90;(5,4);outputNeighborhood;0
0;90;(5,4);;0
0;91;(1,6);outputNeighborhood;0
0;91;(1,6);;0
0;92;(9,0);outputNeighborhood;0
0;92;(9,0);;0
0;93;(8,4);outputNeighborhood;0
0;93;(8,4);;0
0;94;(6,4);outputNeighborhood;0
0;94;(6,4);;0
0;95;(7,6);outputNeighborhood;0
0;95;(7,6);;0
0;96;(1,0);outputNeighborhood;0
0;96;(1,0);;0
0;97;(9,4);outputNeighborhood;0
0;97;(9,4);;0
0;98;(8,1);outputNeighborhood;0
0;98;(8,1);;0
0;99;(5,1);outputNeighborhood;0
0;99;(5,1);;0
0;100;(2,5);outputNeighborhood;0
0;100;(2,5);;0
1;21;(6,6);;1
1;22;(5,6);outputNeighborhood;1
1;22;(5,6);;1
1;26;(4,6);;1
1;46;(7,5);;1
1;51;(3,5);;1
1;52;(5,5);;1
1;66;(5,7);;1
1;77;(6,5);outputNeighborhood;1
1;77;(6,5);;1
1;87;(4,4);;0
1;88;(4,5);outputNeighborhood;1
1;88;(4,5);;1
1;94;(6,4);;1
2;8;(5,8);;0
2;15;(6,7);;0
2;21;(6,6);outputNeighborhood;1
2;21;(6,6);;1
2;22;(5,6);;1
2;26;(4,6);outputNeighborhood;1
2;26;(4,6);;1
2;37;(8,5);;0
2;46;(7,5);outputNeighborhood;1
2;46;(7,5);;1
2;51;(3,5);outputNeighborhood;1
2;51;(3,5);;1
2;55;(3,6);;1
2;66;(5,7);outputNeighborhood;1
2;66;(5,7);;1
2;77;(6,5);;1
2;81;(6,3);;0
2;84;(4,7);;1
2;86;(3,4);;0
2;88;(4,5);;0
2;89;(7,4);;1
2;90;(5,4);;0
2;94;(6,4);outputNeighborhood;1
2;94;(6,4);;1
2;95;(7,6);;1
2;100;(2,5);;0
3;9;(4,8);;1
3;16;(3,7);;1
3;21;(6,6);;1
3;23;(2,6);;0
3;24;(7,7);;1
3;26;(4,6);;1
3;44;(7,3);;0
3;46;(7,5);;1
3;51;(3,5);;0
3;52;(5,5);;1
3;55;(3,6);outputNeighborhood;1
3;55;(3,6);;1
3;66;(5,7);;1
3;69;(8,6);;0
3;84;(4,7);outputNeighborhood;1
3;84;(4,7);;1
3;87;(4,4);;0
3;88;(4,5);outputNeighborhood;0
3;88;(4,5);;1
3;89;(7,4);outputNeighborhood;1
3;89;(7,4);;1
3;93;(8,4);;1
3;94;(6,4);;0
3;95;(7,6);outputNeighborhood;1
3;95;(7,6);;1
4;3;(4,9);;0
4;6;(7,8);;0
4;8;(5,8);;0
4;9;(4,8);outputNeighborhood;1
4;9;(4,8);;1
4;13;(8,7);;1
4;15;(6,7);;1
4;16;(3,7);outputNeighborhood;1
4;16;(3,7);;1
4;17;(2,7);;1
4;24;(7,7);outputNeighborhood;1
4;24;(7,7);;1
4;26;(4,6);;0
4;37;(8,5);;1
4;51;(3,5);outputNeighborhood;0
4;51;(3,5);;1
4;52;(5,5);;1
4;54;(8,3);;0
4;55;(3,6);;1
4;77;(6,5);;1
4;78;(3,8);;1
4;81;(6,3);;0
4;84;(4,7);;1
4;86;(3,4);;0
4;87;(4,4);;1
4;88;(4,5);outputNeighborhood;1
4;88;(4,5);;1
4;89;(7,4);;0
4;90;(5,4);;1
4;93;(8,4);outputNeighborhood;1
4;93;(8,4);;1
4;94;(6,4);outputNeighborhood;0
4;94;(6,4);;1
4;95;(7,6);;0
4;97;(9,4);;1
4;100;(2,5);;0
5;5;(8,8);;0
5;7;(6,8);;0
5;9;(4,8);;1
5;12;(9,7);;1
5;13;(8,7);outputNeighborhood;1
5;13;(8,7);;1
5;15;(6,7);outputNeighborhood;1
5;15;(6,7);;1
5;16;(3,7);;1
5;17;(2,7);outputNeighborhood;1
5;17;(2,7);;1
5;18;(1,7);;0
5;21;(6,6);;1
5;22;(5,6);;1
5;23;(2,6);;1
5;24;(7,7);;1
5;26;(4,6);outputNeighborhood;0
5;26;(4,6);;1
5;28;(3,9);;0
5;31;(9,5);;0
5;37;(8,5);outputNeighborhood;1
5;37;(8,5);;0
5;41;(2,8);;1
5;44;(7,3);;0
5;46;(7,5);;1
5;51;(3,5);outputNeighborhood;1
5;51;(3,5);;1
5;52;(5,5);;1
5;55;(3,6);;1
5;66;(5,7);;1
5;69;(8,6);;1
5;75;(9,3);;1
5;77;(6,5);;1
5;78;(3,8);outputNeighborhood;1
5;78;(3,8);;1
5;80;(5,3);;1
5;81;(6,3);;1
5;82;(4,3);;0
5;84;(4,7);;1
5;86;(3,4);;1
5;87;(4,4);outputNeighborhood;1
5;87;(4,4);;1
5;88;(4,5);;1
5;89;(7,4);outputNeighborhood;0
5;89;(7,4);;1
5;90;(5,4);outputNeighborhood;1
5;90;(5,4);;0
5;93;(8,4);;1
5;94;(6,4);outputNeighborhood;1
5;94;(6,4);;1
5;95;(7,6);outputNeighborhood;0
5;95;(7,6);;1
5;97;(9,4);outputNeighborhood;1
5;97;(9,4);;1
5;100;(2,5);;1
6;10;(1,8);;0
6;12;(9,7);outputNeighborhood;1
6;12;(9,7);;1
6;13;(8,7);;1
6;17;(2,7);;1
6;20;(9,6);;1
6;21;(6,6);;1
6;22;(5,6);;1
6;23;(2,6);outputNeighborhood;1
6;23;(2,6);;1
6;24;(7,7);;1
6;26;(4,6);outputNeighborhood;1
6;26;(4,6);;1
6;29;(5,2);;0
6;30;(2,9);;0
6;31;(9,5);;1
6;37;(8,5);outputNeighborhood;0
6;37;(8,5);;1
6;41;(2,8);outputNeighborhood;1
6;41;(2,8);;1
6;42;(3,3);;1
6;44;(7,3);;0
6;46;(7,5);;1
6;49;(6,2);;1
6;51;(3,5);;0
6;52;(5,5);;1
6;54;(8,3);;1
6;55;(3,6);;1
6;60;(2,4);;0
6;64;(9,8);;0
6;69;(8,6);outputNeighborhood;1
6;69;(8,6);;1
6;73;(9,2);;0
6;75;(9,3);outputNeighborhood;1
6;75;(9,3);;1
6;76;(1,5);;0
6;78;(3,8);;1
6;80;(5,3);outputNeighborhood;1
6;80;(5,3);;1
6;81;(6,3);outputNeighborhood;1
6;81;(6,3);;1
6;82;(4,3);;1
6;84;(4,7);;1
6;86;(3,4);outputNeighborhood;1
6;86;(3,4);;1
6;87;(4,4);;1
6;88;(4,5);;0
6;89;(7,4);outputNeighborhood;1
6;89;(7,4);;1
6;90;(5,4);outputNeighborhood;0
6;90;(5,4);;1
6;91;(1,6);;0
6;93;(8,4);;1
6;94;(6,4);;1
6;95;(7,6);outputNeighborhood;1
6;95;(7,6);;1
6;97;(9,4);;1
6;100;(2,5);outputNeighborhood;1
6;100;(2,5);;0
7;12;(9,7);;1
7;20;(9,6);outputNeighborhood;1
7;20;(9,6);;0
7;23;(2,6);;0
7;26;(4,6);;1
7;29;(5,2);;1
7;31;(9,5);outputNeighborhood;1
7;31;(9,5);;1
7;34;(6,1);;1
7;35;(4,2);;0
7;37;(8,5);outputNeighborhood;1
7;37;(8,5);;1
7;42;(3,3);outputNeighborhood;1
7;42;(3,3);;1
7;44;(7,3);;1
7;46;(7,5);;1
7;49;(6,2);outputNeighborhood;1
7;49;(6,2);;1
7;50;(3,2);;1
7;51;(3,5);outputNeighborhood;0
7;51;(3,5);;1
7;52;(5,5);;1
7;54;(8,3);outputNeighborhood;1
7;54;(8,3);;1
7;55;(3,6);;1
7;56;(7,2);;1
7;60;(2,4);;0
7;69;(8,6);;0
7;70;(8,2);;0
7;75;(9,3);;0
7;76;(1,5);;0
7;79;(2,3);;0
7;80;(5,3);;1
7;81;(6,3);;1
7;82;(4,3);outputNeighborhood;1
7;82;(4,3);;0
7;86;(3,4);;1
7;87;(4,4);;1
7;88;(4,5);outputNeighborhood;0
7;88;(4,5);;1
7;90;(5,4);outputNeighborhood;1
7;90;(5,4);;1
7;93;(8,4);;1
7;94;(6,4);;1
7;97;(9,4);;1
7;100;(2,5);outputNeighborhood;0
7;100;(2,5);;1
8;12;(9,7);;1
8;13;(8,7);;1
8;17;(2,7);;1
8;20;(9,6);outputNeighborhood;0
8;20;(9,6);;1
8;23;(2,6);outputNeighborhood;0
8;23;(2,6);;1
8;26;(4,6);;1
8;27;(2,2);;1
8;29;(5,2);outputNeighborhood;1
8;29;(5,2);;0
8;31;(9,5);;1
8;33;(7,1);;0
8;34;(6,1);outputNeighborhood;1
8;34;(6,1);;1
8;35;(4,2);;1
8;37;(8,5);;1
8;42;(3,3);;1
8;44;(7,3);outputNeighborhood;1
8;44;(7,3);;1
8;49;(6,2);;1
8;50;(3,2);outputNeighborhood;1
8;50;(3,2);;1
8;51;(3,5);outputNeighborhood;1
8;51;(3,5);;1
8;52;(5,5);;1
8;54;(8,3);;1
8;55;(3,6);;1
8;56;(7,2);outputNeighborhood;1
8;56;(7,2);;1
8;59;(3,1);;0
8;60;(2,4);;1
8;65;(6,0);;0
8;69;(8,6);outputNeighborhood;0
8;69;(8,6);;1
8;70;(8,2);;1
8;73;(9,2);;0
8;75;(9,3);outputNeighborhood;0
8;75;(9,3);;1
8;76;(1,5);;0
8;80;(5,3);;1
8;81;(6,3);;1
8;82;(4,3);outputNeighborhood;0
8;82;(4,3);;1
8;86;(3,4);;1
8;87;(4,4);;0
8;88;(4,5);outputNeighborhood;1
8;88;(4,5);;1
8;89;(7,4);;1
8;91;(1,6);;0
8;95;(7,6);;1
8;97;(9,4);;1
8;99;(5,1);;1
8;100;(2,5);outputNeighborhood;1
8;100;(2,5);;1
9;12;(9,7);;1
9;13;(8,7);;1
9;17;(2,7);;1
9;20;(9,6);outputNeighborhood;1
9;20;(9,6);;1
9;23;(2,6);outputNeighborhood;1
9;23;(2,6);;1
9;27;(2,2);outputNeighborhood;1
9;27;(2,2);;0
9;29;(5,2);outputNeighborhood;0
9;29;(5,2);;1
9;31;(9,5);;1
9;34;(6,1);;1
9;35;(4,2);outputNeighborhood;1
9;35;(4,2);;1
9;37;(8,5);;1
9;40;(2,1);;1
9;42;(3,3);;0
9;47;(1,2);;1
9;49;(6,2);;1
9;50;(3,2);;1
9;54;(8,3);;1
9;55;(3,6);;1
9;56;(7,2);;1
9;60;(2,4);outputNeighborhood;1
9;60;(2,4);;1
9;61;(5,0);;0
9;68;(1,4);;0
9;69;(8,6);outputNeighborhood;1
9;69;(8,6);;1
9;70;(8,2);outputNeighborhood;1
9;70;(8,2);;1
9;72;(4,1);;0
9;73;(9,2);;1
9;75;(9,3);outputNeighborhood;1
9;75;(9,3);;1
9;79;(2,3);;1
9;80;(5,3);;1
9;82;(4,3);outputNeighborhood;1
9;82;(4,3);;1
9;86;(3,4);;1
9;87;(4,4);outputNeighborhood;0
9;87;(4,4);;1
9;88;(4,5);;1
9;90;(5,4);;1
9;91;(1,6);;1
9;95;(7,6);;1
9;97;(9,4);;1
9;98;(8,1);;1
9;99;(5,1);outputNeighborhood;1
9;99;(5,1);;1
9;100;(2,5);;1
10;18;(1,7);;1
10;23;(2,6);;1
10;25;(0,6);;0
10;27;(2,2);outputNeighborhood;0
10;27;(2,2);;1
10;29;(5,2);outputNeighborhood;1
10;29;(5,2);;1
10;32;(9,1);;0
10;33;(7,1);;1
10;35;(4,2);;0
10;40;(2,1);outputNeighborhood;1
10;40;(2,1);;1
10;42;(3,3);outputNeighborhood;0
10;42;(3,3);;1
10;45;(1,1);;1
10;47;(1,2);outputNeighborhood;1
10;47;(1,2);;1
10;49;(6,2);;1
10;50;(3,2);;1
10;57;(2,0);;1
10;59;(3,1);;1
10;60;(2,4);;1
10;63;(8,0);;0
10;70;(8,2);;1
10;71;(0,2);;0
10;73;(9,2);outputNeighborhood;1
10;73;(9,2);;1
10;74;(1,3);;1
10;75;(9,3);;1
10;76;(1,5);;1
10;79;(2,3);outputNeighborhood;1
10;79;(2,3);;1
10;80;(5,3);;1
10;82;(4,3);;1
10;86;(3,4);;1
10;87;(4,4);outputNeighborhood;1
10;87;(4,4);;1
10;88;(4,5);;1
10;90;(5,4);;1
10;91;(1,6);outputNeighborhood;1
10;91;(1,6);;1
10;98;(8,1);outputNeighborhood;1
10;98;(8,1);;1
10;99;(5,1);;1
11;10;(1,8);;1
11;17;(2,7);;1
11;18;(1,7);outputNeighborhood;1
11;18;(1,7);;1
11;19;(0,7);;1
11;27;(2,2);outputNeighborhood;1
11;27;(2,2);;1
11;29;(5,2);;1
11;33;(7,1);outputNeighborhood;1
11;33;(7,1);;1
11;34;(6,1);;0
11;35;(4,2);outputNeighborhood;0
11;35;(4,2);;1
11;36;(0,3);;1
11;38;(3,0);;1
11;40;(2,1);;0
11;42;(3,3);outputNeighborhood;1
11;42;(3,3);;1
11;45;(1,1);outputNeighborhood;1
11;45;(1,1);;0
11;47;(1,2);;1
11;50;(3,2);;1
11;56;(7,2);;1
11;57;(2,0);outputNeighborhood;1
11;57;(2,0);;1
11;59;(3,1);outputNeighborhood;1
11;59;(3,1);;1
11;62;(7,0);;0
11;67;(0,1);;0
11;68;(1,4);;1
11;72;(4,1);;1
11;74;(1,3);outputNeighborhood;1
11;74;(1,3);;1
11;76;(1,5);outputNeighborhood;1
11;76;(1,5);;1
11;79;(2,3);;1
11;82;(4,3);;1
11;85;(0,5);;0
11;86;(3,4);;0
11;91;(1,6);;1
11;96;(1,0);;1
11;98;(8,1);;1
11;100;(2,5);;1
12;4;(1,9);;0
12;10;(1,8);outputNeighborhood;1
12;10;(1,8);;1
12;11;(0,8);;1
12;18;(1,7);;1
12;19;(0,7);outputNeighborhood;1
12;19;(0,7);;1
12;25;(0,6);;1
12;27;(2,2);;1
12;29;(5,2);;0
12;33;(7,1);;1
12;34;(6,1);outputNeighborhood;0
12;34;(6,1);;1
12;35;(4,2);outputNeighborhood;1
12;35;(4,2);;1
12;36;(0,3);outputNeighborhood;1
12;36;(0,3);;1
12;38;(3,0);outputNeighborhood;1
12;38;(3,0);;1
12;40;(2,1);outputNeighborhood;0
12;40;(2,1);;1
12;41;(2,8);;1
12;42;(3,3);;1
12;45;(1,1);outputNeighborhood;0
12;45;(1,1);;1
12;47;(1,2);;1
12;48;(0,0);;0
12;49;(6,2);;1
12;50;(3,2);;1
12;51;(3,5);;1
12;57;(2,0);;1
12;58;(4,0);;1
12;59;(3,1);;1
12;60;(2,4);;0
12;65;(6,0);;0
12;67;(0,1);;0
12;68;(1,4);outputNeighborhood;1
12;68;(1,4);;1
12;71;(0,2);;1
12;72;(4,1);outputNeighborhood;1
12;72;(4,1);;1
12;74;(1,3);;1
12;76;(1,5);;1
12;82;(4,3);;0
12;83;(0,4);;1
12;86;(3,4);outputNeighborhood;0
12;86;(3,4);;1
12;87;(4,4);;1
12;96;(1,0);outputNeighborhood;1
12;96;(1,0);;1
12;99;(5,1);;1
13;10;(1,8);;1
13;11;(0,8);outputNeighborhood;1
13;11;(0,8);;1
13;19;(0,7);;1
13;25;(0,6);outputNeighborhood;1
13;25;(0,6);;1
13;27;(2,2);;1
13;29;(5,2);outputNeighborhood;0
13;29;(5,2);;1
13;33;(7,1);;1
13;34;(6,1);outputNeighborhood;1
13;34;(6,1);;0
13;35;(4,2);;1
13;36;(0,3);;1
13;38;(3,0);;0
13;40;(2,1);outputNeighborhood;1
13;40;(2,1);;1
13;42;(3,3);;0
13;45;(1,1);outputNeighborhood;1
13;45;(1,1);;1
13;47;(1,2);;1
13;49;(6,2);;1
13;51;(3,5);;1
13;53;(0,9);;0
13;57;(2,0);;1
13;58;(4,0);outputNeighborhood;1
13;58;(4,0);;1
13;59;(3,1);;1
13;60;(2,4);outputNeighborhood;0
13;60;(2,4);;1
13;61;(5,0);;0
13;65;(6,0);;1
13;67;(0,1);;1
13;68;(1,4);;0
13;71;(0,2);outputNeighborhood;1
13;71;(0,2);;1
13;72;(4,1);;1
13;79;(2,3);;1
13;80;(5,3);;1
13;82;(4,3);outputNeighborhood;0
13;82;(4,3);;1
13;83;(0,4);outputNeighborhood;1
13;83;(0,4);;1
13;85;(0,5);;1
13;86;(3,4);outputNeighborhood;1
13;86;(3,4);;1
13;87;(4,4);;1
13;91;(1,6);;1
13;96;(1,0);;0
13;99;(5,1);;1
13;100;(2,5);;1
14;25;(0,6);;0
14;29;(5,2);outputNeighborhood;1
14;29;(5,2);;1
14;33;(7,1);;1
14;34;(6,1);outputNeighborhood;0
14;34;(6,1);;1
14;35;(4,2);;1
14;38;(3,0);outputNeighborhood;0
14;38;(3,0);;0
14;42;(3,3);outputNeighborhood;0
14;42;(3,3);;1
14;45;(1,1);;1
14;48;(0,0);;0
14;49;(6,2);;1
14;50;(3,2);;1
14;57;(2,0);;1
14;58;(4,0);;1
14;59;(3,1);;1
14;60;(2,4);outputNeighborhood;1
14;60;(2,4);;1
14;61;(5,0);;1
14;62;(7,0);;1
14;65;(6,0);outputNeighborhood;1
14;65;(6,0);;1
14;67;(0,1);outputNeighborhood;1
14;67;(0,1);;1
14;68;(1,4);outputNeighborhood;0
14;68;(1,4);;1
14;71;(0,2);;1
14;74;(1,3);;1
14;76;(1,5);;1
14;79;(2,3);;0
14;80;(5,3);;1
14;82;(4,3);outputNeighborhood;1
14;82;(4,3);;1
14;83;(0,4);;1
14;85;(0,5);outputNeighborhood;1
14;85;(0,5);;1
14;86;(3,4);;1
14;87;(4,4);;1
14;96;(1,0);outputNeighborhood;0
14;96;(1,0);;0
14;99;(5,1);;1
14;100;(2,5);;1
15;19;(0,7);;0
15;25;(0,6);outputNeighborhood;0
15;25;(0,6);;1
15;27;(2,2);;1
15;33;(7,1);;1
15;34;(6,1);outputNeighborhood;1
15;34;(6,1);;0
15;42;(3,3);outputNeighborhood;1
15;42;(3,3);;1
15;49;(6,2);;1
15;50;(3,2);;1
15;58;(4,0);;1
15;60;(2,4);;1
15;61;(5,0);outputNeighborhood;1
15;61;(5,0);;1
15;62;(7,0);outputNeighborhood;1
15;62;(7,0);;1
15;63;(8,0);;0
15;65;(6,0);;1
15;68;(1,4);outputNeighborhood;1
15;68;(1,4);;1
15;74;(1,3);;0
15;76;(1,5);;1
15;79;(2,3);outputNeighborhood;0
15;79;(2,3);;1
15;82;(4,3);;1
15;83;(0,4);;1
15;85;(0,5);;1
15;86;(3,4);;1
15;91;(1,6);;1
15;99;(5,1);;1
16;11;(0,8);;1
16;18;(1,7);;1
16;19;(0,7);outputNeighborhood;0
16;19;(0,7);;1
16;25;(0,6);outputNeighborhood;1
16;25;(0,6);;1
16;27;(2,2);;1
16;33;(7,1);;1
16;34;(6,1);outputNeighborhood;0
16;34;(6,1);;1
16;36;(0,3);;0
16;42;(3,3);;0
16;47;(1,2);;1
16;49;(6,2);;1
16;60;(2,4);;1
16;65;(6,0);;1
16;68;(1,4);;1
16;74;(1,3);outputNeighborhood;0
16;74;(1,3);;1
16;79;(2,3);outputNeighborhood;1
16;79;(2,3);;1
16;85;(0,5);;1
16;91;(1,6);;1
16;99;(5,1);;1
17;11;(0,8);;1
17;18;(1,7);;1
17;19;(0,7);outputNeighborhood;1
17;19;(0,7);;1
17;25;(0,6);;0
17;33;(7,1);;1
17;34;(6,1);outputNeighborhood;1
17;34;(6,1);;1
17;36;(0,3);outputNeighborhood;0
17;36;(0,3);;1
17;42;(3,3);outputNeighborhood;0
17;42;(3,3);;1
17;47;(1,2);;1
17;49;(6,2);;1
17;50;(3,2);;1
17;65;(6,0);;1
17;68;(1,4);;1
17;71;(0,2);;1
17;74;(1,3);outputNeighborhood;1
17;74;(1,3);;0
17;79;(2,3);;1
17;82;(4,3);;1
17;83;(0,4);;1
17;86;(3,4);;1
17;99;(5,1);;1
18;19;(0,7);;1
18;25;(0,6);outputNeighborhood;0
18;25;(0,6);;1
18;36;(0,3);outputNeighborhood;1
18;36;(0,3);;1
18;42;(3,3);outputNeighborhood;1
18;42;(3,3);;1
18;47;(1,2);;1
18;50;(3,2);;1
